reactant_smi,product_smi
BrC1=CC(=C(C=C1)I)F.FC1=NC=CC(=C1)B(O)O.C(=O)([O-])[O-].[Na+].[Na+].C1(=CC=CC=C1)C,BrC1=CC(=C(C=C1)C1=CC(=NC=C1)F)F
BrC1=CC(=C(C=C1)C1=CC(=NC=C1)F)F.[Cl-].C(C)(C)(C)OC(C[Zn+])=O.CCOCC,FC=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)OC(C)(C)C
FC=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)OC(C)(C)C.C(=O)(C(F)(F)F)O.FC=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)O.NC1=CC=C(C=N1)N1CCN(CC1)C(C)=O.CCN(C(C)C)C(C)C.F[P-](F)(F)(F)(F)F.N1(N=NC2=C1N=CC=C2)OC(=[N+](C)C)N(C)C,C(C)(=O)N1CCN(CC1)C=1C=CC(=NC1)NC(CC1=CC(=C(C=C1)C1=CC(=NC=C1)F)F)=O
ClC1=CC=C(C=N1)CC(=O)OCC.FC1=NC=CC(=C1)B(O)O.[O-]P(=O)([O-])[O-].[K+].[K+].[K+].CC(CC)O,FC1=NC=CC(=C1)C1=NC=C(C=C1)CC(=O)OCC
FC1=NC=CC(=C1)C1=NC=C(C=C1)CC(=O)OCC.[OH-].[Na+].Cl,FC1=NC=CC(=C1)C1=NC=C(C=C1)CC(=O)O
FC1=NC=CC(=C1)C1=NC=C(C=C1)CC(=O)O.N1=C(C=NC=C1)C=1C=CC(=NC1)N.C1(CCCCC1)N=C=NC1CCCCC1,FC1=NC=CC(=C1)C1=NC=C(C=C1)CC(=O)NC1=NC=C(C=C1)C1=NC=CN=C1
FC1=NC=CC(=C1)C1=NC=C(C=C1)CC(=O)O.NC1=CC=C(C=N1)N1CCN(CC1)C(C)=O.CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1.F[P-](F)(F)(F)(F)F,C(C)(=O)N1CCN(CC1)C=1C=CC(=NC1)NC(CC=1C=CC(=NC1)C1=CC(=NC=C1)F)=O
FC1=NC=CC(=C1)C1=NC=C(C=C1F)CC(=O)O.N1=NC(=CC=C1)C=1C=CC(=NC1)N.CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1.F[P-](F)(F)(F)(F)F,FC1=NC=CC(=C1)C1=NC=C(C=C1F)CC(=O)NC1=NC=C(C=C1)C=1N=NC=CC1
C(#N)C=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)O.NC1=CC=C(C=N1)N1CCN(CC1)C(C)=O.CCN(C(C)C)C(C)C.F[P-](F)(F)(F)(F)F.N1(N=NC2=C1N=CC=C2)OC(=[N+](C)C)N(C)C,C(C)(=O)N1CCN(CC1)C=1C=CC(=NC1)NC(CC1=CC(=C(C=C1)C1=CC(=NC=C1)F)C#N)=O
FC=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)O.N1=C(C=NC=C1)C=1C=CC(=NC1)N.CCN(C(C)C)C(C)C.F[P-](F)(F)(F)(F)F.N1(N=NC2=C1N=CC=C2)OC(=[N+](C)C)N(C)C,FC=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)NC1=NC=C(C=C1)C1=NC=CN=C1
FC=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)O.N1=NC(=CC=C1)C=1C=CC(=NC1)N.CCN(C(C)C)C(C)C.F[P-](F)(F)(F)(F)F.N1(N=NC2=C1N=CC=C2)OC(=[N+](C)C)N(C)C,FC=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)NC1=NC=C(C=C1)C=1N=NC=CC1
C(#N)C=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)O.N1=NC(=CC=C1)C=1C=CC(=NC1)N.CCN(C(C)C)C(C)C.F[P-](F)(F)(F)(F)F.N1(N=NC2=C1N=CC=C2)OC(=[N+](C)C)N(C)C,C(#N)C=1C=C(C=CC1C1=CC(=NC=C1)F)CC(=O)NC1=NC=C(C=C1)C=1N=NC=CC1
FC=1C=C(C=CC1)C1=NC=C(C=C1)[N+](=O)[O-].[H][H],FC=1C=C(C=CC1)C1=CC=C(C=N1)N
N1CCSCC1.BrC=1C=CC(=NC1)I.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C(C=CC=C51)P(C6=CC=CC=C6)C7=CC=CC=C7)C.C(C)(C)(C)O[Na],BrC=1C=CC(=NC1)N1CCSCC1
BrC=1C=CC(=NC1)N1CCSCC1.C(CC(=O)OCC)(=O)OCC.C1(=C(C=CC=C1)P(C(C)(C)C)C(C)(C)C)C1=CC=CC=C1.C(C)(C)(C)O[Na],S1CCN(CC1)C1=CC=C(C=N1)C(C(=O)OCC)C(=O)OCC
S1CCN(CC1)C1=CC=C(C=N1)C(C(=O)OCC)C(=O)OCC.[OH-].[Na+].Cl.C(=O)([O-])[O-].[Na+].[Na+],S1CCN(CC1)C1=CC=C(C=N1)CC(=O)O
S1CCN(CC1)C1=CC=C(C=N1)CC(=O)O.FC=1C=C(C=CC1)C1=CC=C(C=N1)N.CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1.F[P-](F)(F)(F)(F)F.CCN(C(C)C)C(C)C,FC=1C=C(C=CC1)C1=CC=C(C=N1)NC(CC=1C=NC(=CC1)N1CCSCC1)=O
FC1=NC=CC(=C1)C1=NC=C(C=C1C)CC(=O)O.N1=NC(=CC=C1)C=1C=CC(=NC1)N.C(C)(C)N=C=NC(C)C,FC1=NC=CC(=C1)C1=NC=C(C=C1C)CC(=O)NC1=NC=C(C=C1)C=1N=NC=CC1
C(C)(=O)N1CCN(CC1)C=1C=CC(=NC1)NC(CC=1C=NC(=C(C1)C)Cl)=O.FC(C1=NC=CC(=C1)B(O)O)(F)F.C1(CCCCC1)PC1CCCCC1.[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C(C)(=O)N1CCN(CC1)C=1C=CC(=NC1)NC(CC=1C=C(C(=NC1)C1=CC(=NC=C1)C(F)(F)F)C)=O
ClC=1C=C(C=CC1O)CC(=O)O.FC(S(=O)(=O)OS(=O)(=O)C(F)(F)F)(F)F.C(C)N(CC)CC,ClC=1C=C(C=CC1OS(=O)(=O)C(F)(F)F)CC(=O)O
ClC=1C=C(C=CC1OS(=O)(=O)C(F)(F)F)CC(=O)O.NC1=CC=C(C=N1)N1CCN(CC1)C(C)=O.CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1.F[P-](F)(F)(F)(F)F.CCN(C(C)C)C(C)C,FC(S(=O)(=O)OC1=C(C=C(C=C1)CC(=O)NC1=NC=C(C=C1)N1CCN(CC1)C(C)=O)Cl)(F)F
FC(S(=O)(=O)OC1=C(C=C(C=C1)CC(=O)NC1=NC=C(C=C1)N1CCN(CC1)C(C)=O)Cl)(F)F.CN(C)C=O,C(C)(=O)N1CCN(CC1)C=1C=CC(=NC1)NC(CC1=CC(=C(C=C1)C#N)Cl)=O
C(C)(=O)N1CCN(CC1)C=1C=CC(=NC1)NC(CC1=CC(=C(C=C1)C#N)Cl)=O.CC1=NC=CC(=C1)[Sn](CCCC)(CCCC)CCCC,C(C)(=O)N1CCN(CC1)C=1C=CC(=NC1)NC(CC1=CC(=C(C=C1)C#N)C1=CC(=NC=C1)C)=O
ClC1=NC=CC(=C1)CC(=O)OC.CC1=NC=CC(=C1)[Sn](CCCC)(CCCC)CCCC.CN(C)C=O,CC1=NC=CC(=C1)C1=NC=CC(=C1)CC(=O)OC
CC1=NC=CC(=C1)C1=NC=CC(=C1)CC(=O)OC.[OH-].[Na+].Cl,CC1=NC=CC(=C1)C1=NC=CC(=C1)CC(=O)O
CC1=NC=CC(=C1)C1=NC=CC(=C1)CC(=O)O.N1=C(C=NC=C1)C=1C=CC(=NC1)N.C1(CCCCC1)N=C=NC1CCCCC1,CC1=NC=CC(=C1)C1=NC=CC(=C1)CC(=O)NC1=NC=C(C=C1)C1=NC=CN=C1
S1C=CC2=C1C(=CC=C2)[Mg]Br.C1(=CC=CC=C1)P(Cl)Cl.P(Cl)(Cl)Cl,[Cl-].S1C=CC2=C1C(=CC=C2)PC2=CC=CC=C2
BrC1=C(C=CC=C1)C1=C(C=CC=C1)Br.[Li]CCCC.P(Cl)(Cl)Cl,ClP1C2=C(C3=C1C=CC=C3)C=CC=C2
IC=1C=CC=C2C=CC(OC12)=O.C(C)(C)[Mg]Cl.[Li+].[Cl-].C1(=CC=CC=C1)P(Cl)Cl,[Cl-].O1C(C=CC2=CC=CC(=C12)PC1=CC=CC=C1)=O
C(CCC)N.P(C1=CC=CC=C1)(C1=CC=CC=C1)Cl.P(C1=CC=CC=C1)(C1=CC=CC=C1)Cl.C(C)N(CC)CC,P(C1=CC=CC=C1)(C1=CC=CC=C1)NCCCC
C(CCC)N.P(C1=CC=CC=C1)(C1=CC=CC=C1)Cl.P(C1=CC=CC=C1)(C1=CC=CC=C1)Cl.C(C)N(CC)CC,P(C1=CC=CC=C1)(C1=CC=CC=C1)NCCCC
BrC=1SC2=C(N1)C=CC=C2.IC1=C(C=CC=C1)O.C([O-])([O-])=O.[K+].[K+],S1C(=NC2=C1C=CC=C2)OC2=C(C=CC=C2)I
S1C(=NC2=C1C=CC=C2)OC2=C(C=CC=C2)I.Cl.ClC1=CC=NC=C1.IC1=C(C=CC=C1)O.C([O-])([O-])=O.[K+].[K+],N1=CC=C(C=C1)OC1=C(C=CC=C1)I
N1=CC=C(C=C1)OC1=C(C=CC=C1)I.C(C)(C)[Mg]Cl.[Li+].[Cl-].C1(=CC=CC=C1)[Mg]I,N1=CC=C(C=C1)OC1=C(C=CC=C1)[Mg]I
IC1=C(C=CC=C1)O.C(C)N(CC)CC.CS(=O)(=O)Cl,CS(=O)(=O)OC1=C(C=CC=C1)I
C(C)N(CC)CC.[Cl-].[Mg+2].[Cl-].IC1=C(C=CC=C1)O.Cl.C1CCOC1,OC1=C(C=O)C=CC=C1I
IC=1C=CC=C2C=CC(OC12)=O.C(C)(C)[Mg]Cl.[Li+].[Cl-].C1(=CC=CC=C1)P(Cl)Cl,[Cl-].O1C(C=CC2=CC=CC(=C12)PC1=CC=CC=C1)=O
CC(C=O)(CO)C.C(C)C(CO)(CO)CO.C(O)C(CC)(CO)CO.O,C(C)C1(COC(OC1)C(CO)(C)C)CO
OCC(CO)(CO)CO.C1=CC=CC=C1.O1CCOCC1.C1=CC=CC=C1,OCC1(COC(OC1)C(CO)(C)C)CO
S(O)(O)(=O)=O.C(=O)O.C(C)(=O)O.CC(=O)C,C(CO)(=O)O.C(C(O)C)(=O)O.C(CCC(=O)O)(=O)O
S(O)(O)(=O)=O.C(=O)O.C(C)(=O)O.CC(=O)C,C(CO)(=O)O.C(C(O)C)(=O)O.C(CCC(=O)O)(=O)O
S(O)(O)(=O)=O.C(=O)O.C(C)(=O)O.CC(=O)C,C(CO)(=O)O.C(C(O)C)(=O)O.C(CCC(=O)O)(=O)O
C(=O)O.C(C)(=O)O.CC(=O)C,C(CO)(=O)O.C(C(O)C)(=O)O.C(CCC(=O)O)(=O)O
S(O)(O)(=O)=O.C(=O)O.C(C)(=O)O.CC(=O)C,C(CO)(=O)O.C(C(O)C)(=O)O.C(CCC(=O)O)(=O)O
C(CCCCCCC\C=C/C\C=C/CCCCC)(=O)O.C(CCCCCCCCCCCCCCC)(=O)OCC(O)COC(C)=O,C(CCCCCCCCCCCCCCC)(=O)OCC(OC(CCCCCCC\C=C/C\C=C/CCCCC)=O)COC(C)=O
C(CCCCCCCCCCCCCCC)(=O)OCC(O)CO.ClCCl.C(CCCCCCCCCCCCCCC)(=O)OCC(O)CO.C(C)(=O)Cl.Cl,C(CCCCCCCCCCCCCCC)(=O)OCC(O)COC(C)=O
C(CCCCCCCCCCCCCCC)(=O)OC[C@H](O)CO.CCO,C(CCCCCCCCCCCCCCC)(=O)OC[C@H](O)COC(C)=O
COC=1C=C(C=C(C1)OC)CCCC1=C(C=C(C=C1)O)O.COC1=C(C=O)C(=CC(=C1)OC)OC,COC1=C(C(=CC(=C1)OC)OC)CCCC1=C(C=C(C=C1)O)O
OC=1C=C(C=C(C1)O)CCCC1=C(C=C(C=C1)O)O.COC1=C(C=O)C=CC(=C1C)OC,OC1=C(C=CC(=C1)O)CCCC1=C(C(=C(C=C1)O)C)O
COC=1C=C(C=C(C1)OC)CCCC1=C(C=C(C=C1)O)O.COC1=C(C=O)C=CC(=C1C)OC.OC=1C=C(C=C(C1)O)CCCC1=C(C=C(C=C1)O)O,OC1=C(C=CC(=C1C)O)C(CC=O)C1=C(C=C(C=C1)O)O
[N+](=O)(O)[O-].[N+](=O)(O)[O-].C1=CC=CC=C1.C1=CC=CC=C1.C1=CC=CC=C1,[N+](=O)([O-])C1=CC=CC=C1
[N+](=O)([O-])C1=CC=CC=C1.O,NC1=CC=CC=C1.[N+](=O)([O-])C1=CC=CC=C1
S(O)(O)(=O)=O.[N+](=O)(O)[O-].[N+](=O)(O)[O-].S(O)(O)(=O)=O.[N+](=O)(O)[O-].C1=CC=CC=C1.C1=CC=CC=C1.C1=CC=CC=C1.C1=CC=CC=C1.C1=CC=CC=C1,[N+](=O)([O-])C1=CC=CC=C1
OC=1C=C(C=O)C=CC1.BrBr,BrC1=C(C=O)C=C(C=C1)O
BrC1=C(C=C(C=C1)O)/C=C/C(=O)O.C(C)O,BrC1=C(C=C(C=C1)O)/C=C/C(=O)OCC
BrC1=C(C=C(C=C1)O)/C=C/C(=O)OCC.C([O-])([O-])=O.[K+].[K+].C(C1=CC=CC=C1)Br,C(C1=CC=CC=C1)OC=1C=CC(=C(C1)/C=C/C(=O)OCC)Br
COC=1C=C(C=CC1)C(C(=O)O)CC(=O)O.C(C)O,COC=1C=C(C=CC1)CCC(=O)OCC
COC=1C=C(C=CC1)CCC(=O)OCC.II.C(CCC)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,IC1=C(C=C(C=C1)OC)CCC(=O)OCC
C(C1=CC=CC=C1)OC1=CC(=CC=C1)C(C)C.BrN1C(CCC1=O)=O,C(C1=CC=CC=C1)OC1=CC(=C(C=C1)Br)C(C)C
C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C([C@@H](O)[C@H](O)C(=O)O)(=O)O,C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@@H](O)[C@H](O)C(=O)[O-]
C([C@@H](O)[C@H](O)C(=O)O)(=O)O.C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O,C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@@H](O)[C@H](O)C(=O)[O-]
C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C([C@@H](O)[C@H](O)C(=O)O)(=O)O,C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@@H](O)[C@H](O)C(=O)[O-]
C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@@H](O)[C@H](O)C(=O)[O-].C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@H](O)[C@@H](O)C(=O)[O-],C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@@H](O)[C@H](O)C(=O)[O-].C([C@H](O)[C@@H](O)C(=O)O)(=O)O
C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C([C@H](O)[C@@H](O)C(=O)O)(=O)O,C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@H](O)[C@@H](O)C(=O)[O-]
C([C@H](O)[C@@H](O)C(=O)O)(=O)O.C([C@H](O)[C@@H](O)C(=O)O)(=O)O.C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O,C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@H](O)[C@@H](O)C(=O)[O-]
C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@@H](O)[C@H](O)C(=O)[O-].C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@H](O)[C@@H](O)C(=O)[O-].C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@@H](O)[C@H](O)C(=O)[O-],C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O
C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C([C@H](O)[C@@H](O)C(=O)O)(=O)O,C[C@H](CC=1C=CC(=CC1)OC)NC[C@@H](C=2C=CC(=C(C2)NC=O)O)O.C(=O)([O-])[C@H](O)[C@@H](O)C(=O)[O-]
C(C)(=O)OC(C)=O.C(=O)O.NC=1C=C(C=CC1OCC1=CC=CC=C1)[C@H](CBr)O.C(C)(=O)OC(C)=O.C(=O)O,C(C1=CC=CC=C1)OC1=C(C=C(C=C1)[C@H](CBr)O)NC=O
NC=1C=C(C=CC1OCC1=CC=CC=C1)[C@H](CBr)O.C(=O)O,C(C1=CC=CC=C1)OC1=C(C=C(C=C1)[C@H](CBr)O)NC=O
C(=O)N.O1CCCC1.CO.C([O-])([O-])=O.[K+].[K+].C1(=CC=CC=C1)C.CCCCCCC,C(C1=CC=CC=C1)OC1=C(C=C(C=C1)[C@H]1OC1)NC=O
O.C(C1=CC=CC=C1)NC(CC1=CC=C(C=C1)OC)C.[OH-].[Na+],C(C1=CC=CC=C1)N[C@@H](CC1=CC=C(C=C1)OC)C
CN(C)C(=[N+](C)C)ON1C2=C(C=CC=C2)N=N1.F[P-](F)(F)(F)(F)F.CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O.C(C)N(CC)CC.CN(C)C=O,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O
C=1C=CC2=C(C1)C=3C=CC=CC3C2(CCCCN4CCC(CC4)NC(=O)C=5C=CC=CC5C=6C=CC(=CC6)C(F)(F)F)C(=O)NCC(F)(F)F.CO.CS(=O)(=O)O,CS(=O)(=O)O.C=1C=CC2=C(C1)C=3C=CC=CC3C2(CCCCN4CCC(CC4)NC(=O)C=5C=CC=CC5C=6C=CC(=CC6)C(F)(F)F)C(=O)NCC(F)(F)F
C=1C=CC2=C(C1)C=3C=CC=CC3C2(CCCCN4CCC(CC4)NC(=O)C=5C=CC=CC5C=6C=CC(=CC6)C(F)(F)F)C(=O)NCC(F)(F)F.CS(=O)(=O)O,CS(=O)(=O)O.C=1C=CC2=C(C1)C=3C=CC=CC3C2(CCCCN4CCC(CC4)NC(=O)C=5C=CC=CC5C=6C=CC(=CC6)C(F)(F)F)C(=O)NCC(F)(F)F
C=1C=CC2=C(C1)C=3C=CC=CC3C2(CCCCN4CCC(CC4)NC(=O)C=5C=CC=CC5C=6C=CC(=CC6)C(F)(F)F)C(=O)NCC(F)(F)F.CS(=O)(=O)O,CS(=O)(=O)O.C=1C=CC2=C(C1)C=3C=CC=CC3C2(CCCCN4CCC(CC4)NC(=O)C=5C=CC=CC5C=6C=CC(=CC6)C(F)(F)F)C(=O)NCC(F)(F)F
CC(C)([O-])C.[K+].CC(C(=O)OCC)C(=O)OCC.C(C)(C)(C)SCCl.Cl,C(C)(C)(C)SCC(C(=O)OCC)(C(=O)OCC)C
C=O.C(C)(=O)O.C(CC(=O)OCC)(=O)OCC.C(C)(C)(C)S.C(C)N(CC)CC,C(C)(C)(C)SCC(C(=O)OCC)C(=O)OCC
N(=[N+]=[N-])OC(=O)C[C@@H](C(=O)OCC)CSC(C)(C)C.N(=[N+]=[N-])C(=O)[C@](C(=O)OCC)(C)CSC(C)(C)C,C(C)(C)(C)SC[C@@](C(=O)OCC)(C)N=C=O
C(C)(C)(C)SC[C@@](C(=O)OCC)(C)N=C=O.O.C1(=CC=C(C=C1)S(=O)(=O)O)C.[OH-].[Na+],C[C@]1(NC(SC1)=O)C(=O)O
C(C1=CC=CC=C1)OC1=CC=C(C=N1)O.[H-].[Na+].COCCl,C(C1=CC=CC=C1)OC1=NC=C(C=C1)OCOC
C(C1=CC=CC=C1)OC1=NC=C(C=C1)OCOC,COCOC=1C=CC(=NC1)O
COCOC=1C=CC(=NC1)O.C(=O)([O-])[O-].[K+].[K+].BrCCOC,COCCOC1=NC=C(C=C1)OCOC
COC=1C=C(C=O)C(=CN1)OCOC.Cl.C(=O)([O-])[O-].[K+].[K+].C1CCOC1,OC1=CN=C(C=C1C=O)OCCOC.OC=1C=NC(=C(C=O)C1)OCCOC
[Al+3].[Cl-].[Cl-].[Cl-].COC1=C(C=O)C(=CC=C1)OC,OC1=C(C=O)C(=CC=C1)O
COC1=CC=C(C=N1)O.[H-].[Na+].COCCl,COC1=NC=C(C=C1)OCOC
COC1=NC=C(C=C1)OCOC.C[Li].CN(C)C=O,COC=1C=C(C=O)C(=CN1)OCOC
COC=1C=C(C=O)C(=CN1)OCOC.Cl.C(=O)([O-])[O-].[K+].[K+],OC1=CN=C(C=C1C=O)OC
N1[C@@H](CCC1)CO.CCN(C(C)C)C(C)C.C(C1=CC=CC=C1)(=O)Cl,OC[C@H]1N(CCC1)C(=O)C1=CC=CC=C1
OC[C@H]1N(CCC1)C(=O)C1=CC=CC=C1.OC1=C(C=O)C(=CC=C1)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,C(C1=CC=CC=C1)(=O)N1[C@@H](CCC1)COC1=C(C=O)C(=CC=C1)O
Cl.N1[C@@H](CCCC1)CO.CCN(C(C)C)C(C)C.C(C1=CC=CC=C1)(=O)Cl,OC[C@H]1N(CCCC1)C(=O)C1=CC=CC=C1
OC1=C(C=O)C(=CC=C1)O.OC[C@H]1N(CCCC1)C(=O)C1=CC=CC=C1.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,C(C1=CC=CC=C1)(=O)N1[C@@H](CCCC1)COC1=C(C=O)C(=CC=C1)O
OC[C@H]1N(CCC1)C(=O)C=1C=NC=CC1.OC1=C(C=O)C(=CC=C1)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,OC1=C(C=O)C(=CC=C1)OC[C@H]1N(CCC1)C(C1=CN=CC=C1)=O
OC[C@H]1N(CCC1)C(=O)C=1C=NC=CC1.OC1=C(C=O)C(=CC=C1)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,OC1=C(C=O)C(=CC=C1)OC[C@H]1N(CCC1)C(C1=CC=NC=C1)=O
OC[C@H]1N(CCC1)C(=O)C1=NC=CC=C1.OC1=C(C=O)C(=CC=C1)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,OC1=C(C=O)C(=CC=C1)OC[C@H]1N(CCC1)C(C1=NC=CC=C1)=O
N1[C@@H](CCC1)CO.C(C)(C)N1N=CC=C1C(=O)O.CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1.F[P-](F)(F)(F)(F)F,OC[C@H]1N(CCC1)C(=O)C1=CC=NN1C(C)C
OC[C@H]1N(CCC1)C(=O)C1=CC=NN1C(C)C.OC1=C(C=O)C(=CC=C1)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,OC1=C(C=O)C(=CC=C1)OC[C@H]1N(CCC1)C(=O)C1=CC=NN1C(C)C
OC[C@H]1N(CCCC1)C(=O)OC(C)(C)C.Cl,Cl.N1[C@@H](CCCC1)CO
OC[C@H]1N(CCCC1)C(=O)C=1C=NC=CC1.OC1=C(C=O)C(=CC=C1)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,OC1=C(C=O)C(=CC=C1)OC[C@H]1N(CCCC1)C(C1=CN=CC=C1)=O
OC[C@H]1N(CCCC1)C(=O)C=1C=NC(=CC1)C.OC1=C(C=O)C(=CC=C1)O.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.CC(C)OC(=O)/N=N/C(=O)OC(C)C,OC1=C(C=O)C(=CC=C1)OC[C@H]1N(CCCC1)C(C1=CN=C(C=C1)C)=O
Cl.N1[C@@H](CCCC1)CO.C(C)N(CC)CC,OC[C@H]1N(CCCC1)C(=O)C=1C(=NC=CC1)C
OC[C@H]1N(CCCC1)C(=O)C=1C(=NC=CC1)C.OC1=C(C=O)C(=CC=C1)O.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.CC(C)OC(=O)/N=N/C(=O)OC(C)C,OC1=C(C=O)C(=CC=C1)OC[C@H]1N(CCCC1)C(C1=C(N=CC=C1)C)=O
Cl.OC[C@@H]1COCCN1C(=O)C1=CC=CC=C1.CCN(C(C)C)C(C)C.C(C1=CC=CC=C1)(=O)Cl,OC[C@@H]1COCCN1C(=O)C1=CC=CC=C1
OC[C@@H]1COCCN1C(=O)C1=CC=CC=C1.OC1=C(C=O)C(=CC=C1)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,C(C1=CC=CC=C1)(=O)N1[C@@H](COCC1)COC1=C(C=O)C(=CC=C1)O
C1(=CC=CC=C1)S(=O)(=O)N1[C@@H](CCC1)CO.OC1=C(C=O)C(=CC=C1)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,OC1=C(C=O)C(=CC=C1)OC[C@H]1N(CCC1)S(=O)(=O)C1=CC=CC=C1
N1[C@@H](CCC1)CO.N1=CC(=CC=C1)S(=O)(=O)Cl,N1=CC(=CC=C1)S(=O)(=O)N1[C@@H](CCC1)CO
N1=CC(=CC=C1)S(=O)(=O)N1[C@@H](CCC1)CO.OC1=C(C=O)C(=CC=C1)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,OC1=C(C=O)C(=CC=C1)OC[C@H]1N(CCC1)S(=O)(=O)C=1C=NC=CC1
[Na+].ClC=1C=CC(=C(NCC(=O)SC2=C(C(=O)[O-])C=CC=N2)C1)OC.Cl,ClC=1C=CC(=C(NCC(=O)SC2=C(C(=O)O)C=CC=N2)C1)OC
[N+](=O)([O-])C1=C(C=CC(=C1)Cl)O.C(C1=CC=CC=C1)Br.C([O-])([O-])=O.[K+].[K+].CN(C)C=O,C(C1=CC=CC=C1)OC1=C(C=C(C=C1)Cl)[N+](=O)[O-]
C(C1=CC=CC=C1)OC1=CC=C(C=N1)O.[H-].[Na+].COCCl,C(C1=CC=CC=C1)OC1=NC=C(C=C1)OCOC
